node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CHD4	MBD2	9606.ENSP00000349508	9606.ENSP00000256429	0	0	0	0	0.067	0.519	0.900	0.569	0.978
CHD4	RCOR1	9606.ENSP00000349508	9606.ENSP00000262241	0	0	0	0	0.109	0.177	0.600	0.491	0.831
CHD4	TP53	9606.ENSP00000349508	9606.ENSP00000269305	0	0	0	0	0.062	0.056	0.900	0.451	0.944
CHD4	MTA2	9606.ENSP00000349508	9606.ENSP00000278823	0	0	0	0	0.366	0.930	0.900	0.904	0.999
CHD4	SAP30	9606.ENSP00000349508	9606.ENSP00000296504	0	0	0	0	0.067	0.270	0.600	0.223	0.760
CHD4	MORF4L1	9606.ENSP00000349508	9606.ENSP00000331310	0	0	0	0	0.200	0.154	0	0.247	0.447
CHD4	MTA1	9606.ENSP00000349508	9606.ENSP00000333633	0	0	0	0	0.096	0.912	0.720	0.923	0.998
CHD4	DNMT1	9606.ENSP00000349508	9606.ENSP00000352516	0.053	0	0	0	0.116	0.486	0	0.448	0.731
CHD4	HDAC2	9606.ENSP00000349508	9606.ENSP00000430432	0	0	0	0	0.187	0.936	0.900	0.972	0.999
DNMT1	MBD2	9606.ENSP00000352516	9606.ENSP00000256429	0	0	0	0	0.049	0.664	0.650	0.736	0.966
DNMT1	YY1	9606.ENSP00000352516	9606.ENSP00000262238	0	0	0	0	0.068	0.060	0	0.430	0.457
DNMT1	RCOR1	9606.ENSP00000352516	9606.ENSP00000262241	0	0	0	0	0.065	0	0	0.528	0.540
DNMT1	TP53	9606.ENSP00000352516	9606.ENSP00000269305	0	0	0	0	0.072	0.486	0	0.986	0.993
DNMT1	MTA2	9606.ENSP00000352516	9606.ENSP00000278823	0	0	0	0	0.131	0.675	0	0.304	0.786
DNMT1	SAP30	9606.ENSP00000352516	9606.ENSP00000296504	0	0	0	0	0.084	0	0.600	0.301	0.721
DNMT1	MTA1	9606.ENSP00000352516	9606.ENSP00000333633	0	0	0	0	0	0.842	0	0.292	0.883
DNMT1	CHD4	9606.ENSP00000352516	9606.ENSP00000349508	0.053	0	0	0	0.116	0.486	0	0.448	0.731
DNMT1	HDAC2	9606.ENSP00000352516	9606.ENSP00000430432	0	0	0	0	0.062	0.846	0.800	0.992	0.999
HDAC2	MBD2	9606.ENSP00000430432	9606.ENSP00000256429	0	0	0	0	0.085	0.966	0.900	0.759	0.999
HDAC2	YY1	9606.ENSP00000430432	9606.ENSP00000262238	0	0	0	0	0.129	0.888	0.900	0.985	0.999
HDAC2	RCOR1	9606.ENSP00000430432	9606.ENSP00000262241	0	0	0	0	0.096	0.909	0.800	0.992	0.999
HDAC2	TP53	9606.ENSP00000430432	9606.ENSP00000269305	0	0	0	0	0.049	0.872	0.900	0.948	0.999
HDAC2	MTA2	9606.ENSP00000430432	9606.ENSP00000278823	0	0	0	0	0.096	0.980	0.900	0.820	0.999
HDAC2	SAP30	9606.ENSP00000430432	9606.ENSP00000296504	0	0	0	0	0.072	0.883	0.900	0.929	0.999
HDAC2	MORF4L1	9606.ENSP00000430432	9606.ENSP00000331310	0	0	0	0	0.192	0.935	0.900	0.833	0.999
HDAC2	MTA1	9606.ENSP00000430432	9606.ENSP00000333633	0	0	0	0	0.066	0.954	0.720	0.984	0.999
HDAC2	CHD4	9606.ENSP00000430432	9606.ENSP00000349508	0	0	0	0	0.187	0.936	0.900	0.972	0.999
HDAC2	DNMT1	9606.ENSP00000430432	9606.ENSP00000352516	0	0	0	0	0.062	0.846	0.800	0.992	0.999
MBD2	RCOR1	9606.ENSP00000256429	9606.ENSP00000262241	0	0	0	0	0.042	0	0	0.478	0.479
MBD2	SAP30	9606.ENSP00000256429	9606.ENSP00000296504	0	0	0	0	0.048	0.104	0.650	0.155	0.713
MBD2	DNMT1	9606.ENSP00000256429	9606.ENSP00000352516	0	0	0	0	0.049	0.664	0.650	0.736	0.966
MBD2	CHD4	9606.ENSP00000256429	9606.ENSP00000349508	0	0	0	0	0.067	0.519	0.900	0.569	0.978
MBD2	MTA1	9606.ENSP00000256429	9606.ENSP00000333633	0	0	0	0	0.053	0.973	0	0.651	0.990
MBD2	MTA2	9606.ENSP00000256429	9606.ENSP00000278823	0	0	0	0	0.053	0.937	0.900	0.436	0.996
MBD2	HDAC2	9606.ENSP00000256429	9606.ENSP00000430432	0	0	0	0	0.085	0.966	0.900	0.759	0.999
MORF4L1	SAP30	9606.ENSP00000331310	9606.ENSP00000296504	0	0	0	0	0.094	0	0	0.546	0.571
MORF4L1	CHD4	9606.ENSP00000331310	9606.ENSP00000349508	0	0	0	0	0.200	0.154	0	0.247	0.447
MORF4L1	HDAC2	9606.ENSP00000331310	9606.ENSP00000430432	0	0	0	0	0.192	0.935	0.900	0.833	0.999
MTA1	MBD2	9606.ENSP00000333633	9606.ENSP00000256429	0	0	0	0	0.053	0.973	0	0.651	0.990
MTA1	RCOR1	9606.ENSP00000333633	9606.ENSP00000262241	0	0	0	0.566	0.062	0	0.600	0.445	0.680
MTA1	TP53	9606.ENSP00000333633	9606.ENSP00000269305	0	0	0	0	0.064	0.846	0.650	0.394	0.965
MTA1	MTA2	9606.ENSP00000333633	9606.ENSP00000278823	0	0	0	0.961	0.076	0.890	0.720	0.899	0.970
MTA1	SAP30	9606.ENSP00000333633	9606.ENSP00000296504	0	0	0	0	0	0	0.600	0.258	0.690
MTA1	DNMT1	9606.ENSP00000333633	9606.ENSP00000352516	0	0	0	0	0	0.842	0	0.292	0.883
MTA1	CHD4	9606.ENSP00000333633	9606.ENSP00000349508	0	0	0	0	0.096	0.912	0.720	0.923	0.998
MTA1	HDAC2	9606.ENSP00000333633	9606.ENSP00000430432	0	0	0	0	0.066	0.954	0.720	0.984	0.999
MTA2	MBD2	9606.ENSP00000278823	9606.ENSP00000256429	0	0	0	0	0.053	0.937	0.900	0.436	0.996
MTA2	YY1	9606.ENSP00000278823	9606.ENSP00000262238	0	0	0	0	0.144	0.282	0	0.261	0.506
MTA2	RCOR1	9606.ENSP00000278823	9606.ENSP00000262241	0	0	0	0.575	0.106	0	0.600	0.647	0.727
MTA2	TP53	9606.ENSP00000278823	9606.ENSP00000269305	0	0	0	0	0.083	0.486	0.900	0.610	0.979
MTA2	DNMT1	9606.ENSP00000278823	9606.ENSP00000352516	0	0	0	0	0.131	0.675	0	0.304	0.786
MTA2	SAP30	9606.ENSP00000278823	9606.ENSP00000296504	0	0	0	0	0.060	0.270	0.600	0.400	0.813
MTA2	MTA1	9606.ENSP00000278823	9606.ENSP00000333633	0	0	0	0.961	0.076	0.890	0.720	0.899	0.970
MTA2	HDAC2	9606.ENSP00000278823	9606.ENSP00000430432	0	0	0	0	0.096	0.980	0.900	0.820	0.999
MTA2	CHD4	9606.ENSP00000278823	9606.ENSP00000349508	0	0	0	0	0.366	0.930	0.900	0.904	0.999
RCOR1	MBD2	9606.ENSP00000262241	9606.ENSP00000256429	0	0	0	0	0.042	0	0	0.478	0.479
RCOR1	YY1	9606.ENSP00000262241	9606.ENSP00000262238	0	0	0	0	0.157	0.061	0	0.399	0.483
RCOR1	DNMT1	9606.ENSP00000262241	9606.ENSP00000352516	0	0	0	0	0.065	0	0	0.528	0.540
RCOR1	MTA1	9606.ENSP00000262241	9606.ENSP00000333633	0	0	0	0.566	0.062	0	0.600	0.445	0.680
RCOR1	MTA2	9606.ENSP00000262241	9606.ENSP00000278823	0	0	0	0.575	0.106	0	0.600	0.647	0.727
RCOR1	SAP30	9606.ENSP00000262241	9606.ENSP00000296504	0	0	0	0	0.082	0	0.600	0.395	0.758
RCOR1	TP53	9606.ENSP00000262241	9606.ENSP00000269305	0	0	0	0	0	0	0.650	0.426	0.790
RCOR1	CHD4	9606.ENSP00000262241	9606.ENSP00000349508	0	0	0	0	0.109	0.177	0.600	0.491	0.831
RCOR1	HDAC2	9606.ENSP00000262241	9606.ENSP00000430432	0	0	0	0	0.096	0.909	0.800	0.992	0.999
SAP30	MBD2	9606.ENSP00000296504	9606.ENSP00000256429	0	0	0	0	0.048	0.104	0.650	0.155	0.713
SAP30	YY1	9606.ENSP00000296504	9606.ENSP00000262238	0	0	0	0	0.116	0.270	0.900	0.983	0.998
SAP30	RCOR1	9606.ENSP00000296504	9606.ENSP00000262241	0	0	0	0	0.082	0	0.600	0.395	0.758
SAP30	MTA2	9606.ENSP00000296504	9606.ENSP00000278823	0	0	0	0	0.060	0.270	0.600	0.400	0.813
SAP30	MORF4L1	9606.ENSP00000296504	9606.ENSP00000331310	0	0	0	0	0.094	0	0	0.546	0.571
SAP30	MTA1	9606.ENSP00000296504	9606.ENSP00000333633	0	0	0	0	0	0	0.600	0.258	0.690
SAP30	DNMT1	9606.ENSP00000296504	9606.ENSP00000352516	0	0	0	0	0.084	0	0.600	0.301	0.721
SAP30	CHD4	9606.ENSP00000296504	9606.ENSP00000349508	0	0	0	0	0.067	0.270	0.600	0.223	0.760
SAP30	HDAC2	9606.ENSP00000296504	9606.ENSP00000430432	0	0	0	0	0.072	0.883	0.900	0.929	0.999
TP53	YY1	9606.ENSP00000269305	9606.ENSP00000262238	0	0	0	0	0	0.758	0.900	0.793	0.994
TP53	RCOR1	9606.ENSP00000269305	9606.ENSP00000262241	0	0	0	0	0	0	0.650	0.426	0.790
TP53	CHD4	9606.ENSP00000269305	9606.ENSP00000349508	0	0	0	0	0.062	0.056	0.900	0.451	0.944
TP53	MTA1	9606.ENSP00000269305	9606.ENSP00000333633	0	0	0	0	0.064	0.846	0.650	0.394	0.965
TP53	MTA2	9606.ENSP00000269305	9606.ENSP00000278823	0	0	0	0	0.083	0.486	0.900	0.610	0.979
TP53	DNMT1	9606.ENSP00000269305	9606.ENSP00000352516	0	0	0	0	0.072	0.486	0	0.986	0.993
TP53	HDAC2	9606.ENSP00000269305	9606.ENSP00000430432	0	0	0	0	0.049	0.872	0.900	0.948	0.999
YY1	DNMT1	9606.ENSP00000262238	9606.ENSP00000352516	0	0	0	0	0.068	0.060	0	0.430	0.457
YY1	RCOR1	9606.ENSP00000262238	9606.ENSP00000262241	0	0	0	0	0.157	0.061	0	0.399	0.483
YY1	MTA2	9606.ENSP00000262238	9606.ENSP00000278823	0	0	0	0	0.144	0.282	0	0.261	0.506
YY1	TP53	9606.ENSP00000262238	9606.ENSP00000269305	0	0	0	0	0	0.758	0.900	0.793	0.994
YY1	SAP30	9606.ENSP00000262238	9606.ENSP00000296504	0	0	0	0	0.116	0.270	0.900	0.983	0.998
YY1	HDAC2	9606.ENSP00000262238	9606.ENSP00000430432	0	0	0	0	0.129	0.888	0.900	0.985	0.999
