node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BCAR1	SH2D3C	9606.ENSP00000391669	9606.ENSP00000317817	0	0	0	0	0	0.948	0	0.550	0.976
C6orf48	SPECC1	9606.ENSP00000364791	9606.ENSP00000261503	0	0	0	0	0	0	0	0.801	0.801
C6orf48	SH2D3C	9606.ENSP00000364791	9606.ENSP00000317817	0	0	0	0	0	0	0	0.710	0.710
C6orf48	PRSS57	9606.ENSP00000364791	9606.ENSP00000482358	0	0	0	0	0	0	0	0.756	0.756
EFS	SH2D3C	9606.ENSP00000216733	9606.ENSP00000317817	0	0	0	0	0	0.669	0	0.209	0.727
EIF4G1	SH2D3C	9606.ENSP00000416255	9606.ENSP00000317817	0	0	0	0	0	0	0	0.989	0.989
EIF4G1	ZC3H7B	9606.ENSP00000416255	9606.ENSP00000345793	0	0	0	0	0.080	0.270	0	0.564	0.682
EIF4G1	G3BP1	9606.ENSP00000416255	9606.ENSP00000377681	0	0	0	0	0.208	0.705	0	0.781	0.944
FAM221A	SH2D3C	9606.ENSP00000342576	9606.ENSP00000317817	0	0	0	0	0	0	0	0.717	0.717
G3BP1	SH2D3C	9606.ENSP00000377681	9606.ENSP00000317817	0	0	0	0	0	0	0	0.985	0.985
G3BP1	PRSS57	9606.ENSP00000377681	9606.ENSP00000482358	0	0	0	0	0	0	0	0.880	0.880
G3BP1	EIF4G1	9606.ENSP00000377681	9606.ENSP00000416255	0	0	0	0	0.208	0.705	0	0.781	0.944
IKBKB	SH2D3C	9606.ENSP00000430684	9606.ENSP00000317817	0	0	0	0	0	0	0	0.904	0.904
PRSS57	SPECC1	9606.ENSP00000482358	9606.ENSP00000261503	0	0	0	0	0	0	0	0.875	0.875
PRSS57	SH2D3C	9606.ENSP00000482358	9606.ENSP00000317817	0	0	0	0	0.065	0	0	0.964	0.965
PRSS57	C6orf48	9606.ENSP00000482358	9606.ENSP00000364791	0	0	0	0	0	0	0	0.756	0.756
PRSS57	G3BP1	9606.ENSP00000482358	9606.ENSP00000377681	0	0	0	0	0	0	0	0.880	0.880
SH2D3C	EFS	9606.ENSP00000317817	9606.ENSP00000216733	0	0	0	0	0	0.669	0	0.209	0.727
SH2D3C	SPECC1	9606.ENSP00000317817	9606.ENSP00000261503	0	0	0	0	0	0	0	0.898	0.898
SH2D3C	C6orf48	9606.ENSP00000317817	9606.ENSP00000364791	0	0	0	0	0	0	0	0.710	0.710
SH2D3C	FAM221A	9606.ENSP00000317817	9606.ENSP00000342576	0	0	0	0	0	0	0	0.717	0.717
SH2D3C	IKBKB	9606.ENSP00000317817	9606.ENSP00000430684	0	0	0	0	0	0	0	0.904	0.904
SH2D3C	ZC3H7B	9606.ENSP00000317817	9606.ENSP00000345793	0	0	0	0	0	0	0	0.954	0.954
SH2D3C	PRSS57	9606.ENSP00000317817	9606.ENSP00000482358	0	0	0	0	0.065	0	0	0.964	0.965
SH2D3C	BCAR1	9606.ENSP00000317817	9606.ENSP00000391669	0	0	0	0	0	0.948	0	0.550	0.976
SH2D3C	G3BP1	9606.ENSP00000317817	9606.ENSP00000377681	0	0	0	0	0	0	0	0.985	0.985
SH2D3C	EIF4G1	9606.ENSP00000317817	9606.ENSP00000416255	0	0	0	0	0	0	0	0.989	0.989
SPECC1	C6orf48	9606.ENSP00000261503	9606.ENSP00000364791	0	0	0	0	0	0	0	0.801	0.801
SPECC1	PRSS57	9606.ENSP00000261503	9606.ENSP00000482358	0	0	0	0	0	0	0	0.875	0.875
SPECC1	SH2D3C	9606.ENSP00000261503	9606.ENSP00000317817	0	0	0	0	0	0	0	0.898	0.898
ZC3H7B	SH2D3C	9606.ENSP00000345793	9606.ENSP00000317817	0	0	0	0	0	0	0	0.954	0.954
ZC3H7B	EIF4G1	9606.ENSP00000345793	9606.ENSP00000416255	0	0	0	0	0.080	0.270	0	0.564	0.682
