node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C19orf52	TIMM10B	9606.ENSP00000270502	9606.ENSP00000254616	0	0	0	0	0.064	0.800	0.900	0.824	0.996
C19orf52	TIMM10	9606.ENSP00000270502	9606.ENSP00000257245	0	0	0	0	0.066	0.833	0	0.520	0.919
C19orf52	TIMM9	9606.ENSP00000270502	9606.ENSP00000378588	0	0	0	0	0.087	0.851	0	0.598	0.940
TIMM10	TIMM10B	9606.ENSP00000257245	9606.ENSP00000254616	0	0	0	0	0.807	0.960	0.800	0.831	0.999
TIMM10	C19orf52	9606.ENSP00000257245	9606.ENSP00000270502	0	0	0	0	0.066	0.833	0	0.520	0.919
TIMM10	TIMM9	9606.ENSP00000257245	9606.ENSP00000378588	0	0	0	0	0.834	0.997	0.800	0.995	0.999
TIMM10B	TIMM9	9606.ENSP00000254616	9606.ENSP00000378588	0	0	0	0	0.062	0.860	0.800	0.682	0.990
TIMM10B	C19orf52	9606.ENSP00000254616	9606.ENSP00000270502	0	0	0	0	0.064	0.800	0.900	0.824	0.996
TIMM10B	TIMM10	9606.ENSP00000254616	9606.ENSP00000257245	0	0	0	0	0.807	0.960	0.800	0.831	0.999
TIMM9	TIMM10B	9606.ENSP00000378588	9606.ENSP00000254616	0	0	0	0	0.062	0.860	0.800	0.682	0.990
TIMM9	TIMM10	9606.ENSP00000378588	9606.ENSP00000257245	0	0	0	0	0.834	0.997	0.800	0.995	0.999
TIMM9	C19orf52	9606.ENSP00000378588	9606.ENSP00000270502	0	0	0	0	0.087	0.851	0	0.598	0.940
