node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TBCA	TUBB1	9606.ENSP00000306362	9606.ENSP00000217133	0	0	0	0	0	0.399	0.600	0.252	0.804
TBCA	TBCB	9606.ENSP00000306362	9606.ENSP00000221855	0	0	0	0	0.111	0.114	0	0.847	0.869
TBCA	TUBA4A	9606.ENSP00000306362	9606.ENSP00000248437	0	0	0	0	0	0.254	0.650	0.679	0.908
TBCA	TUBB2B	9606.ENSP00000306362	9606.ENSP00000259818	0	0	0	0	0	0.399	0.600	0.429	0.850
TBCA	TUBB4A	9606.ENSP00000306362	9606.ENSP00000264071	0	0	0	0	0	0.399	0.600	0.315	0.820
TBCA	TUBB6	9606.ENSP00000306362	9606.ENSP00000318697	0	0	0	0	0	0.399	0.600	0.252	0.804
TBCA	TUBB4B	9606.ENSP00000306362	9606.ENSP00000341289	0	0	0	0	0.088	0.399	0.600	0.252	0.814
TBCA	TUBB2A	9606.ENSP00000306362	9606.ENSP00000369703	0	0	0	0	0	0.399	0.600	0.624	0.901
TBCA	TBCD	9606.ENSP00000306362	9606.ENSP00000347719	0	0	0	0	0.060	0.180	0.650	0.845	0.952
TBCA	TBCE	9606.ENSP00000306362	9606.ENSP00000439170	0	0	0	0	0	0.612	0.650	0.813	0.972
TBCB	TUBB1	9606.ENSP00000221855	9606.ENSP00000217133	0	0	0	0	0.062	0.247	0.650	0.313	0.807
TBCB	TUBB4A	9606.ENSP00000221855	9606.ENSP00000264071	0	0	0	0	0.062	0.247	0.650	0.261	0.792
TBCB	TUBB2A	9606.ENSP00000221855	9606.ENSP00000369703	0	0	0	0	0.063	0.247	0.650	0.378	0.826
TBCB	TUBB2B	9606.ENSP00000221855	9606.ENSP00000259818	0	0	0	0	0.063	0.247	0.650	0.391	0.829
TBCB	TUBB6	9606.ENSP00000221855	9606.ENSP00000318697	0	0	0	0	0.062	0.247	0.650	0.422	0.838
TBCB	TUBB4B	9606.ENSP00000221855	9606.ENSP00000341289	0	0	0	0	0.322	0.247	0.650	0.261	0.850
TBCB	TBCA	9606.ENSP00000221855	9606.ENSP00000306362	0	0	0	0	0.111	0.114	0	0.847	0.869
TBCB	TUBA4A	9606.ENSP00000221855	9606.ENSP00000248437	0	0	0	0	0.062	0.608	0.600	0.384	0.897
TBCB	TBCD	9606.ENSP00000221855	9606.ENSP00000347719	0	0	0	0	0.083	0.369	0.650	0.922	0.982
TBCB	TBCE	9606.ENSP00000221855	9606.ENSP00000439170	0	0	0	0	0.087	0.901	0.650	0.958	0.998
TBCD	TUBB1	9606.ENSP00000347719	9606.ENSP00000217133	0	0	0	0	0	0.198	0.600	0.257	0.740
TBCD	TBCB	9606.ENSP00000347719	9606.ENSP00000221855	0	0	0	0	0.083	0.369	0.650	0.922	0.982
TBCD	TUBA4A	9606.ENSP00000347719	9606.ENSP00000248437	0	0	0	0	0	0.254	0.600	0.272	0.764
TBCD	TUBB2B	9606.ENSP00000347719	9606.ENSP00000259818	0	0	0	0	0	0.408	0.600	0.402	0.846
TBCD	TUBB4A	9606.ENSP00000347719	9606.ENSP00000264071	0	0	0	0	0	0.219	0.600	0.366	0.784
TBCD	TBCA	9606.ENSP00000347719	9606.ENSP00000306362	0	0	0	0	0.060	0.180	0.650	0.845	0.952
TBCD	TUBB6	9606.ENSP00000347719	9606.ENSP00000318697	0	0	0	0	0	0.198	0.600	0.320	0.762
TBCD	TUBB4B	9606.ENSP00000347719	9606.ENSP00000341289	0	0	0	0	0.053	0.219	0.600	0.358	0.784
TBCD	TUBB2A	9606.ENSP00000347719	9606.ENSP00000369703	0	0	0	0	0	0.741	0.600	0.661	0.961
TBCD	TBCE	9606.ENSP00000347719	9606.ENSP00000439170	0	0	0	0	0.101	0.943	0.600	0.957	0.999
TBCE	TUBB1	9606.ENSP00000439170	9606.ENSP00000217133	0	0	0	0	0.064	0.261	0.600	0.274	0.772
TBCE	TBCB	9606.ENSP00000439170	9606.ENSP00000221855	0	0	0	0	0.087	0.901	0.650	0.958	0.998
TBCE	TUBA4A	9606.ENSP00000439170	9606.ENSP00000248437	0	0	0	0	0.064	0.649	0.600	0.449	0.918
TBCE	TUBB2B	9606.ENSP00000439170	9606.ENSP00000259818	0	0	0	0	0.064	0.261	0.600	0.427	0.820
TBCE	TUBB4A	9606.ENSP00000439170	9606.ENSP00000264071	0	0	0	0	0.064	0.261	0.600	0.346	0.795
TBCE	TBCA	9606.ENSP00000439170	9606.ENSP00000306362	0	0	0	0	0	0.612	0.650	0.813	0.972
TBCE	TUBB6	9606.ENSP00000439170	9606.ENSP00000318697	0	0	0	0	0.064	0.261	0.600	0.375	0.804
TBCE	TUBB4B	9606.ENSP00000439170	9606.ENSP00000341289	0	0	0	0	0.064	0.261	0.600	0.283	0.775
TBCE	TBCD	9606.ENSP00000439170	9606.ENSP00000347719	0	0	0	0	0.101	0.943	0.600	0.957	0.999
TBCE	TUBB2A	9606.ENSP00000439170	9606.ENSP00000369703	0	0	0	0	0.064	0.261	0.600	0.352	0.796
TUBA4A	TUBB1	9606.ENSP00000248437	9606.ENSP00000217133	0	0	0	0.908	0.123	0.369	0.900	0.538	0.942
TUBA4A	TBCB	9606.ENSP00000248437	9606.ENSP00000221855	0	0	0	0	0.062	0.608	0.600	0.384	0.897
TUBA4A	TBCD	9606.ENSP00000248437	9606.ENSP00000347719	0	0	0	0	0	0.254	0.600	0.272	0.764
TUBA4A	TUBB6	9606.ENSP00000248437	9606.ENSP00000318697	0	0	0	0.919	0.123	0.412	0.800	0.588	0.893
TUBA4A	TBCA	9606.ENSP00000248437	9606.ENSP00000306362	0	0	0	0	0	0.254	0.650	0.679	0.908
TUBA4A	TUBB2B	9606.ENSP00000248437	9606.ENSP00000259818	0	0	0	0.917	0.186	0.505	0.800	0.428	0.915
TUBA4A	TUBB4A	9606.ENSP00000248437	9606.ENSP00000264071	0	0	0	0.917	0.186	0.505	0.800	0.457	0.915
TUBA4A	TBCE	9606.ENSP00000248437	9606.ENSP00000439170	0	0	0	0	0.064	0.649	0.600	0.449	0.918
TUBA4A	TUBB4B	9606.ENSP00000248437	9606.ENSP00000341289	0	0	0	0.918	0.186	0.779	0.800	0.527	0.962
TUBA4A	TUBB2A	9606.ENSP00000248437	9606.ENSP00000369703	0	0	0	0.917	0.186	0.844	0.800	0.750	0.974
TUBB1	TUBB2B	9606.ENSP00000217133	9606.ENSP00000259818	0	0	0	0.980	0	0.240	0.300	0.349	0.448
TUBB1	TBCD	9606.ENSP00000217133	9606.ENSP00000347719	0	0	0	0	0	0.198	0.600	0.257	0.740
TUBB1	TBCE	9606.ENSP00000217133	9606.ENSP00000439170	0	0	0	0	0.064	0.261	0.600	0.274	0.772
TUBB1	TBCA	9606.ENSP00000217133	9606.ENSP00000306362	0	0	0	0	0	0.399	0.600	0.252	0.804
TUBB1	TBCB	9606.ENSP00000217133	9606.ENSP00000221855	0	0	0	0	0.062	0.247	0.650	0.313	0.807
TUBB1	TUBA4A	9606.ENSP00000217133	9606.ENSP00000248437	0	0	0	0.908	0.123	0.369	0.900	0.538	0.942
TUBB2A	TBCB	9606.ENSP00000369703	9606.ENSP00000221855	0	0	0	0	0.063	0.247	0.650	0.378	0.826
TUBB2A	TUBA4A	9606.ENSP00000369703	9606.ENSP00000248437	0	0	0	0.917	0.186	0.844	0.800	0.750	0.974
TUBB2A	TUBB2B	9606.ENSP00000369703	9606.ENSP00000259818	0	0	0	0.987	0.352	0.800	0.300	0.649	0.902
TUBB2A	TUBB4A	9606.ENSP00000369703	9606.ENSP00000264071	0	0	0	0.986	0.163	0.077	0.300	0.484	0.416
TUBB2A	TBCA	9606.ENSP00000369703	9606.ENSP00000306362	0	0	0	0	0	0.399	0.600	0.624	0.901
TUBB2A	TUBB4B	9606.ENSP00000369703	9606.ENSP00000341289	0	0	0	0.987	0.131	0.818	0.300	0.734	0.881
TUBB2A	TBCD	9606.ENSP00000369703	9606.ENSP00000347719	0	0	0	0	0	0.741	0.600	0.661	0.961
TUBB2A	TBCE	9606.ENSP00000369703	9606.ENSP00000439170	0	0	0	0	0.064	0.261	0.600	0.352	0.796
TUBB2B	TUBB1	9606.ENSP00000259818	9606.ENSP00000217133	0	0	0	0.980	0	0.240	0.300	0.349	0.448
TUBB2B	TBCB	9606.ENSP00000259818	9606.ENSP00000221855	0	0	0	0	0.063	0.247	0.650	0.391	0.829
TUBB2B	TUBA4A	9606.ENSP00000259818	9606.ENSP00000248437	0	0	0	0.917	0.186	0.505	0.800	0.428	0.915
TUBB2B	TUBB4A	9606.ENSP00000259818	9606.ENSP00000264071	0	0	0	0.986	0.199	0.077	0.300	0.470	0.441
TUBB2B	TBCE	9606.ENSP00000259818	9606.ENSP00000439170	0	0	0	0	0.064	0.261	0.600	0.427	0.820
TUBB2B	TBCD	9606.ENSP00000259818	9606.ENSP00000347719	0	0	0	0	0	0.408	0.600	0.402	0.846
TUBB2B	TBCA	9606.ENSP00000259818	9606.ENSP00000306362	0	0	0	0	0	0.399	0.600	0.429	0.850
TUBB2B	TUBB2A	9606.ENSP00000259818	9606.ENSP00000369703	0	0	0	0.987	0.352	0.800	0.300	0.649	0.902
TUBB4A	TBCB	9606.ENSP00000264071	9606.ENSP00000221855	0	0	0	0	0.062	0.247	0.650	0.261	0.792
TUBB4A	TUBA4A	9606.ENSP00000264071	9606.ENSP00000248437	0	0	0	0.917	0.186	0.505	0.800	0.457	0.915
TUBB4A	TUBB2B	9606.ENSP00000264071	9606.ENSP00000259818	0	0	0	0.986	0.199	0.077	0.300	0.470	0.441
TUBB4A	TUBB2A	9606.ENSP00000264071	9606.ENSP00000369703	0	0	0	0.986	0.163	0.077	0.300	0.484	0.416
TUBB4A	TUBB6	9606.ENSP00000264071	9606.ENSP00000318697	0	0	0	0.985	0.235	0	0.300	0.266	0.443
TUBB4A	TBCD	9606.ENSP00000264071	9606.ENSP00000347719	0	0	0	0	0	0.219	0.600	0.366	0.784
TUBB4A	TBCE	9606.ENSP00000264071	9606.ENSP00000439170	0	0	0	0	0.064	0.261	0.600	0.346	0.795
TUBB4A	TUBB4B	9606.ENSP00000264071	9606.ENSP00000341289	0	0	0	0.987	0	0	0.800	0.459	0.801
